,ポケモン名,HP,攻撃,防御,特攻,特防,素早,オリジナルのタイプ1,オリジナルのタイプ2,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,カイリュー,マリルリ,ハッサム,キノガッサ,ガブリアス,ジバコイル,ウルガモス,ミミッキュ,アーマーガア,ドラパルト,マスカーニャ,キョジオーン,キラフロル,ヘイラッシャ,コノヨザル,ドオー,ドドゲザン,イダイナキバ,ハバタクカミ,テツノツツミ,テツノカイナ,テツノドクガ,セグレイブ,サーフゴー,チオンジェン,パオジアン,ディンルー,イーユイ,イルカマン(マイティ),ウォッシュロトム
913,キュワワー,51,52,90,82,110,100,フェアリー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,1.0,0.0,-3.0,0.0,0.0,-1.0,-3.0,1.0,-1.0,0.0,1.0,-3.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
914,ヤレユータン,90,60,80,90,110,60,ノーマル,エスパー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,-3.0,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,1.0,1.0,0.0,0.0
915,ナゲツケサル,100,120,90,40,60,80,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
916,コソクムシ,25,35,40,20,30,80,むし,みず,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
917,グソクムシャ,75,125,140,60,90,40,むし,みず,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
918,スナバァ,55,55,80,70,45,15,ゴースト,じめん,-3.0,0.0,1.0,-3.0,1.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,-3.0,-1.0,1.0,0.0,1.0,2.0,-1.0,-3.0,1.0,-2.0,-2.0,1.0,-3.0,1.0,2.0,-6.0,-2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-2.0
919,シロデスナ,85,75,110,100,75,35,ゴースト,じめん,-3.0,0.0,1.0,-3.0,1.0,1.0,-3.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,-3.0,-1.0,1.0,0.0,1.0,2.0,-1.0,-3.0,1.0,-2.0,-2.0,1.0,-3.0,1.0,2.0,-6.0,-2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,-2.0
920,ナマコブシ,55,60,130,30,130,5,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
921,タイプ：ヌル,95,95,95,95,95,59,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
922,シルヴァディ,95,95,95,95,95,95,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
923,メテノ(流星),60,60,100,60,100,60,いわ,ひこう,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,-3.0,2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.0,1.0,-3.0,0.0,2.0,1.0,-2.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,2.0
924,メテノ(コア),60,100,60,100,60,120,いわ,ひこう,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-3.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,-3.0,2.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.0,1.0,-3.0,0.0,2.0,1.0,-2.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,2.0
925,ネッコアラ,65,115,65,75,95,65,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
926,バクガメス,60,78,135,91,85,36,ほのお,ドラゴン,0.0,-2.0,0.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,-2.0,-2.0,2.0,-2.0,-3.0,0.0,-1.0,1.0,-2.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,-2.0,1.0,-1.0,-2.0,0.0,1.0,-2.0,0.0,-1.0
927,トゲデマル,65,98,63,40,73,96,でんき,はがね,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-3.0,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,1.0,-3.0,0.0,-1.0,-4.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-1.0,-2.0,3.0,-1.0,-1.0,0.0,-2.0,-2.0,-2.0,-1.0,-1.0,2.0,1.0,0.0,-1.0
928,ミミッキュ,55,90,80,50,105,96,ゴースト,フェアリー,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,-1.0,-3.0,-3.0,1.0,-2.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,-3.0,1.0,0.0,-3.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
929,ハギギシリ,68,105,70,70,70,92,みず,エスパー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,0.0,1.0,0.0,-1.0,0.0
930,ジジーロン,78,60,85,135,91,36,ノーマル,ドラゴン,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,2.0,-3.0,-1.0,1.0,0.0,-1.0,-1.0,-2.0
931,ダダリン,70,131,100,86,90,40,ゴースト,くさ,-3.0,1.0,-1.0,-1.0,-1.0,1.0,-3.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,-4.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,1.0,-4.0,1.0,0.0,-4.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-2.0
932,ジャラコ,45,55,65,45,45,45,ドラゴン,なし,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,2.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-2.0
933,ジャランゴ,55,75,90,65,70,65,ドラゴン,かくとう,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,2.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,-2.0,2.0,1.0,1.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,2.0,0.0,-1.0,-1.0,2.0,0.0,-2.0,0.0,-1.0,-2.0,-1.0,-2.0
934,ジャラランガ,75,110,125,100,105,85,ドラゴン,かくとう,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,2.0,2.0,1.0,-1.0,-1.0,1.0,-1.0,-2.0,2.0,1.0,1.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,2.0,0.0,-1.0,-1.0,2.0,0.0,-2.0,0.0,-1.0,-2.0,-1.0,-2.0
935,カプ・コケコ,70,115,85,95,75,130,でんき,フェアリー,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-4.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,-3.0,-1.0,0.0,1.0,0.0,-1.0,2.0,-1.0,0.0,0.0,0.0,-2.0,1.0,-3.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
936,カプ・テテフ,70,85,75,130,115,95,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
937,カプ・ブルル,70,130,115,85,95,75,くさ,フェアリー,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.0,-1.0,1.0,0.0,-2.0,-1.0,1.0,-2.0,-4.0,0.0,1.0,0.0,2.0,-3.0,-2.0,0.0,2.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-2.0,3.0,-2.0,1.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
938,カプ・レヒレ,70,75,115,95,130,85,みず,フェアリー,0.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,1.0,-2.0,0.0,0.0,-3.0,0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,-1.0,-2.0,-1.0,0.0
939,コスモッグ,43,29,31,29,31,37,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
940,コスモウム,43,29,131,29,131,37,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
941,ソルガレオ,137,137,107,113,89,97,エスパー,はがね,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,1.0,-1.0,-2.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-4.0,0.0,1.0,-2.0,0.0,1.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
942,ルナアーラ,137,113,89,137,107,97,エスパー,ゴースト,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,-1.0,0.0,-1.0,-1.0,2.0,-3.0,2.0,0.0,-3.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
943,ウツロイド,109,53,47,127,131,103,いわ,どく,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-2.0,2.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,2.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,0.0,-3.0,0.0,1.0,0.0,0.0,2.0,-1.0,1.0,1.0
944,マッシブーン,107,139,139,53,53,79,むし,かくとう,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,2.0,0.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,1.0,0.0,-1.0,1.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
945,フェローチェ,71,137,37,137,37,151,むし,かくとう,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,2.0,0.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,1.0,0.0,-1.0,1.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,0.0
946,デンジュモク,83,89,71,173,71,83,でんき,なし,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0
947,テッカグヤ,97,101,103,107,101,61,はがね,ひこう,-1.0,1.0,0.0,1.0,-2.0,0.0,0.0,-3.0,-3.0,-1.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-3.0,-2.0,-4.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,-3.0,0.0,0.0,-6.0,-1.0,-3.0,-1.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0,0.0,-3.0,1.0,0.0,1.0
948,カミツルギ,59,181,131,59,31,109,くさ,はがね,-1.0,2.0,-1.0,-1.0,-2.0,0.0,1.0,-3.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-4.0,-1.0,1.0,-3.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,2.0,-1.0,-2.0
949,アクジキング,223,101,53,97,53,43,あく,ドラゴン,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,1.0,-1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-2.0,0.0,-1.0,-2.0,-1.0,-2.0
950,ネクロズマ,97,107,101,127,89,79,エスパー,なし,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
951,ネクロズマ(日食),97,157,127,113,109,77,エスパー,はがね,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,1.0,-1.0,-2.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-1.0,-4.0,0.0,1.0,-2.0,0.0,1.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
952,ネクロズマ(月食),97,113,109,157,127,77,エスパー,ゴースト,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,-1.0,0.0,-1.0,-1.0,2.0,-3.0,2.0,0.0,-3.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
953,ウルトラネクロズマ,97,167,97,167,97,129,エスパー,ドラゴン,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-2.0,1.0,-1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,2.0,0.0,-2.0,-1.0,2.0,1.0,0.0,2.0,1.0,0.0,-1.0,-2.0
954,マギアナ,80,95,115,130,115,65,はがね,フェアリー,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-3.0,1.0,-1.0,-1.0,-2.0,-1.0,0.0,-3.0,-1.0,0.0,-1.0,-4.0,-1.0,-2.0,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-3.0,-2.0,-1.0,-4.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-1.0,0.0,-2.0,-4.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0
955,マーシャドー,90,125,80,90,90,125,かくとう,ゴースト,-3.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,1.0,1.0,-2.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,-3.0,0.0,0.0,-2.0,2.0,1.0,1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,0.0,-3.0,2.0,0.0,-3.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
956,ベベノム,67,73,67,73,67,73,どく,なし,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
957,アーゴヨン,73,73,73,127,73,121,どく,ドラゴン,0.0,-1.0,-1.0,-1.0,-2.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-3.0,2.0,-1.0,-2.0,0.0,0.0,1.0,-2.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,1.0,1.0,-1.0,-1.0,-2.0
958,ツンデツンデ,61,131,211,53,101,13,いわ,はがね,-2.0,0.0,1.0,0.0,0.0,-1.0,2.0,-3.0,2.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-3.0,0.0,-1.0,2.0,1.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-4.0,1.0,2.0,-1.0,0.0,4.0,-1.0,0.0,2.0,-3.0,-2.0,0.0,0.0,-1.0,2.0,0.0,1.0,1.0
959,ズガドーン,53,127,53,151,79,107,ほのお,ゴースト,-3.0,-1.0,1.0,0.0,-1.0,-1.0,-3.0,-1.0,1.0,0.0,0.0,-2.0,1.0,1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-3.0,-4.0,1.0,-1.0,-3.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-3.0,-2.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
960,ゼラオラ,88,112,75,102,80,143,でんき,なし,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-3.0
961,メルタン,46,65,65,55,35,34,はがね,なし,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-2.0,-1.0,2.0,-1.0,-1.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0
962,メルメタル,135,143,143,80,65,34,はがね,なし,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-4.0,0.0,1.0,-2.0,-1.0,2.0,-1.0,-1.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0
963,サルノリ,50,65,50,40,40,65,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
964,バチンキー,70,85,70,55,60,80,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
965,ゴリランダー,100,125,90,60,70,85,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
966,ヒバニー,50,71,40,40,40,69,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
967,ラビフット,65,86,60,55,60,94,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
968,エースバーン,80,116,75,65,75,119,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
